type,yearpublished,minplayers,maxplayers,playingtime,minage,users_rated,average_rating,bayes_average_rating,total_traders,total_wanters,total_wishers,average_weight
1,2013.0,2.0,4.0,30.0,12.0,6,7.0,0.0,0,0,0,1.6667
1,2012.0,2.0,6.0,0.0,8.0,1,4.0,0.0,0,0,0,0.0
1,2014.0,2.0,4.0,20.0,12.0,24,5.25625,0.0,0,1,8,1.3333
2,2014.0,1.0,4.0,30.0,8.0,4,6.5,0.0,2,2,7,0.0
1,2014.0,2.0,5.0,30.0,10.0,3,7.33333,0.0,0,5,19,0.0
1,2013.0,2.0,4.0,15.0,10.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,1.0,5.0,15.0,8.0,23,6.50652,0.0,2,0,3,1.0
1,2013.0,2.0,6.0,45.0,13.0,1,9.0,0.0,0,0,1,2.0
1,2013.0,2.0,4.0,15.0,5.0,2,5.0,0.0,0,0,1,1.0
1,2013.0,1.0,1.0,45.0,0.0,3,7.66667,0.0,1,1,9,1.0
1,2002.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,4.0,1.0,10.0,7,3.42857,0.0,4,3,10,3.0
1,2013.0,1.0,0.0,10.0,8.0,0,0.0,0.0,0,0,0,0.0
2,0.0,0.0,0.0,0.0,0.0,3,6.33333,0.0,0,8,11,0.0
2,2012.0,2.0,2.0,120.0,12.0,0,0.0,0.0,0,0,2,0.0
1,2013.0,3.0,4.0,15.0,10.0,0,0.0,0.0,0,0,2,0.0
2,2014.0,1.0,4.0,90.0,13.0,23,7.67826,0.0,0,25,45,3.0
2,2014.0,1.0,4.0,90.0,13.0,22,7.66364,0.0,0,22,44,3.0
2,2014.0,1.0,4.0,90.0,13.0,24,7.77917,0.0,2,22,46,3.0
2,2014.0,1.0,4.0,90.0,13.0,25,7.884,0.0,0,23,51,3.0
2,2014.0,1.0,4.0,90.0,13.0,21,7.88571,0.0,1,21,49,3.0
1,2013.0,3.0,5.0,30.0,8.0,8,6.875,0.0,3,4,22,2.0
1,2013.0,2.0,2.0,10.0,7.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,2.0,10.0,7.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,6.0,15.0,7.0,0,0.0,0.0,0,0,0,1.0
1,1982.0,2.0,4.0,60.0,10.0,0,0.0,0.0,0,0,0,0.0
1,2014.0,6.0,10.0,0.0,0.0,0,0.0,0.0,0,2,0,4.0
1,2013.0,2.0,5.0,15.0,0.0,10,4.4,0.0,5,0,4,1.0
1,2013.0,2.0,3.0,20.0,8.0,2,7.0,0.0,0,0,0,2.0
1,2011.0,2.0,6.0,0.0,8.0,10,5.55,0.0,2,0,1,1.0
1,2013.0,3.0,4.0,45.0,10.0,21,5.52381,0.0,11,1,5,2.0
1,2013.0,5.0,10.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,6.0,0.0,8.0,0,0.0,0.0,0,1,2,0.0
1,1947.0,2.0,2.0,45.0,8.0,1,9.5,0.0,0,0,1,0.0
1,2013.0,2.0,4.0,15.0,7.0,3,4.41667,0.0,0,0,0,0.0
1,1945.0,2.0,12.0,20.0,5.0,0,0.0,0.0,0,0,0,0.0
2,2013.0,2.0,5.0,45.0,13.0,98,7.64337,5.75246,4,21,75,1.875
2,2013.0,2.0,5.0,45.0,13.0,105,7.7919,5.78444,4,19,77,1.8571
1,0.0,2.0,4.0,30.0,6.0,3,4.33333,0.0,0,0,0,0.0
1,2007.0,2.0,0.0,45.0,10.0,1,6.0,0.0,0,0,0,2.0
1,2013.0,2.0,10.0,960.0,15.0,13,8.26923,0.0,2,7,15,4.0
2,2009.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,1,0,0.0
1,2006.0,2.0,0.0,90.0,0.0,1,7.0,0.0,0,0,0,0.0
2,2012.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,8,0.0
2,2012.0,0.0,0.0,0.0,0.0,1,10.0,0.0,0,7,8,0.0
2,2013.0,0.0,0.0,0.0,0.0,4,8.125,0.0,0,7,9,0.0
1,2013.0,2.0,6.0,120.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,4.0,0.0,0.0,1,2.0,0.0,0,0,0,0.0
1,1990.0,2.0,8.0,0.0,8.0,0,0.0,0.0,1,0,0,0.0
2,2012.0,0.0,0.0,0.0,0.0,1,10.0,0.0,0,5,8,0.0
2,2013.0,0.0,0.0,0.0,0.0,6,8.41667,0.0,0,5,14,0.0
2,2012.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,7,0.0
1,2006.0,1.0,0.0,0.0,18.0,4,5.0,0.0,2,0,0,0.0
1,2013.0,2.0,2.0,90.0,10.0,0,0.0,0.0,0,0,1,2.0
1,2013.0,2.0,2.0,90.0,10.0,0,0.0,0.0,0,1,1,0.0
1,2007.0,1.0,10.0,30.0,5.0,5,6.0,0.0,3,0,0,1.0
1,2013.0,2.0,4.0,15.0,8.0,1,8.0,0.0,0,0,0,0.0
1,2013.0,2.0,0.0,0.0,0.0,1,8.0,0.0,0,0,1,1.0
1,2013.0,2.0,2.0,45.0,15.0,29,6.08276,0.0,5,5,20,2.3333
1,2013.0,3.0,6.0,75.0,10.0,1,10.0,0.0,0,1,0,3.0
1,2013.0,2.0,4.0,20.0,8.0,5,6.66,0.0,0,1,4,0.0
1,1988.0,1.0,6.0,60.0,0.0,7,7.42857,0.0,0,1,1,0.0
2,2013.0,3.0,6.0,60.0,8.0,13,6.84615,0.0,3,8,10,1.5
2,2013.0,2.0,4.0,0.0,0.0,5,7.8,0.0,0,8,10,0.0
2,2013.0,2.0,4.0,0.0,0.0,2,8.25,0.0,0,8,13,0.0
2,2013.0,2.0,4.0,0.0,0.0,1,10.0,0.0,0,9,16,0.0
2,2013.0,2.0,4.0,0.0,0.0,6,8.25,0.0,0,8,10,0.0
2,2013.0,2.0,4.0,0.0,0.0,7,8.42857,0.0,0,8,10,0.0
2,2013.0,2.0,4.0,0.0,0.0,5,8.2,0.0,0,5,8,0.0
2,2013.0,2.0,4.0,0.0,0.0,2,9.5,0.0,0,5,10,0.0
2,2013.0,2.0,4.0,0.0,0.0,3,8.5,0.0,0,7,13,0.0
1,2013.0,3.0,7.0,60.0,12.0,7,6.12857,0.0,0,0,3,2.0
2,2014.0,2.0,5.0,45.0,13.0,76,8.19105,5.71619,14,50,103,3.0
1,0.0,3.0,3.0,0.0,0.0,1,4.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,0.0,4.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,1.0,4.0,30.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2015.0,2.0,0.0,0.0,0.0,1,6.66,0.0,0,0,2,0.0
1,2015.0,2.0,0.0,90.0,0.0,21,8.10476,0.0,3,3,17,3.2
1,2014.0,2.0,4.0,45.0,13.0,8,6.0625,0.0,1,2,13,2.0
1,2013.0,2.0,2.0,60.0,0.0,7,7.71429,0.0,0,3,6,2.5
1,1806.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,3,0.0
2,2013.0,2.0,8.0,90.0,0.0,3,8.0,0.0,0,0,2,0.0
1,1979.0,1.0,4.0,1.0,0.0,2,6.75,0.0,0,1,3,3.0
2,2013.0,2.0,16.0,0.0,10.0,0,0.0,0.0,0,1,1,2.0
1,2010.0,2.0,6.0,45.0,9.0,7,6.42857,0.0,1,0,1,1.5
1,2013.0,2.0,4.0,15.0,8.0,2,7.0,0.0,1,0,1,3.6667
1,1971.0,1.0,6.0,0.0,8.0,0,0.0,0.0,0,0,0,0.0
1,1950.0,4.0,4.0,30.0,8.0,3,7.0,0.0,0,0,1,0.0
1,2000.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2012.0,2.0,5.0,90.0,12.0,0,0.0,0.0,1,0,1,0.0
1,2013.0,4.0,8.0,15.0,12.0,2,6.0,0.0,0,0,0,1.0
1,2013.0,1.0,0.0,30.0,12.0,0,0.0,0.0,0,0,1,0.0
1,2014.0,1.0,4.0,40.0,10.0,0,0.0,0.0,0,0,1,0.0
1,2013.0,2.0,4.0,120.0,16.0,7,9.71429,0.0,0,8,27,0.0
2,2014.0,2.0,6.0,120.0,16.0,4,9.75,0.0,0,3,7,0.0
1,0.0,2.0,6.0,15.0,5.0,2,8.5,0.0,0,0,5,1.0
1,2011.0,4.0,7.0,30.0,16.0,22,5.8,0.0,0,1,4,1.3333
1,2013.0,2.0,4.0,45.0,12.0,13,6.07692,0.0,0,1,5,0.0
1,1965.0,2.0,4.0,0.0,7.0,1,2.0,0.0,0,0,0,0.0
2,2013.0,2.0,13.0,30.0,10.0,87,6.43678,5.59287,126,9,28,1.3333
2,2013.0,2.0,5.0,0.0,0.0,136,7.49265,5.76904,14,39,106,2.8
2,2013.0,2.0,5.0,0.0,0.0,162,7.58642,5.8361,16,39,104,2.3333
2,2013.0,2.0,5.0,0.0,0.0,137,7.58394,5.79759,14,35,102,2.6
2,2013.0,2.0,5.0,0.0,0.0,135,7.41481,5.75893,11,38,102,2.6
2,2013.0,2.0,5.0,0.0,0.0,139,7.60612,5.79413,15,40,113,3.0
2,2013.0,2.0,5.0,0.0,0.0,138,7.47464,5.76618,13,34,112,2.5
1,0.0,2.0,4.0,5.0,0.0,0,0.0,0.0,0,0,0,0.0
2,2014.0,1.0,2.0,60.0,14.0,142,8.12324,5.92739,7,93,187,3.0
1,2013.0,1.0,8.0,60.0,13.0,5,6.5,0.0,1,0,2,2.0
1,0.0,3.0,10.0,0.0,18.0,1,7.0,0.0,0,0,0,0.0
1,0.0,3.0,4.0,0.0,8.0,0,0.0,0.0,0,0,0,0.0
1,1942.0,1.0,100.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
2,2010.0,2.0,4.0,45.0,13.0,3,7.66667,0.0,1,7,22,2.0
1,1990.0,2.0,6.0,60.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,5.0,60.0,8.0,0,0.0,0.0,0,0,2,2.0
1,2013.0,2.0,2.0,10.0,6.0,1,7.0,0.0,0,0,6,0.0
1,2013.0,2.0,4.0,15.0,7.0,2,8.55,0.0,0,0,0,0.0
1,2014.0,2.0,2.0,45.0,9.0,3,6.76667,0.0,0,1,3,0.0
1,0.0,2.0,2.0,0.0,0.0,1,3.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,30.0,8.0,1,9.0,0.0,0,0,1,2.0
1,2004.0,2.0,0.0,0.0,7.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,5.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,4.0,15.0,3.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,4.0,15.0,5.0,1,5.0,0.0,0,0,0,0.0
2,0.0,0.0,0.0,0.0,0.0,20,7.325,0.0,4,4,20,2.0
1,1985.0,2.0,5.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
2,1987.0,2.0,6.0,0.0,0.0,1,8.0,0.0,0,0,0,0.0
2,2006.0,2.0,6.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0
2,2010.0,2.0,10.0,60.0,8.0,7,7.64286,0.0,0,12,30,0.0
1,2013.0,2.0,8.0,0.0,8.0,4,5.375,0.0,0,0,0,0.0
2,2013.0,2.0,6.0,120.0,13.0,49,7.76541,5.64651,13,17,28,2.0
2,2013.0,2.0,4.0,45.0,12.0,40,7.35375,5.58865,11,52,54,2.0
2,2013.0,1.0,4.0,90.0,10.0,57,8.07386,5.67026,25,45,103,2.6667
2,2013.0,1.0,4.0,90.0,10.0,117,7.97658,5.83507,29,40,72,2.7778
1,2013.0,3.0,6.0,0.0,6.0,0,0.0,0.0,0,0,0,0.0
2,2013.0,2.0,4.0,30.0,13.0,3,7.33333,0.0,17,5,2,0.0
1,0.0,2.0,2.0,20.0,12.0,1,6.0,0.0,0,6,13,3.0
2,2013.0,2.0,4.0,0.0,0.0,2,8.25,0.0,2,1,1,0.0
1,2013.0,2.0,6.0,30.0,8.0,9,7.66667,0.0,0,0,2,1.5
2,2013.0,3.0,6.0,90.0,10.0,3,6.33333,0.0,0,1,4,0.0
2,2013.0,3.0,6.0,90.0,10.0,4,6.5,0.0,0,2,6,0.0
2,2013.0,3.0,6.0,90.0,10.0,4,7.25,0.0,0,2,4,0.0
1,1983.0,2.0,4.0,60.0,12.0,0,0.0,0.0,0,0,0,0.0
2,2013.0,2.0,2.0,30.0,13.0,17,7.88235,0.0,3,35,41,3.0
1,2013.0,1.0,1.0,20.0,12.0,0,0.0,0.0,0,0,0,0.0
1,1900.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1993.0,2.0,6.0,45.0,8.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,40.0,9.0,0,0.0,0.0,0,0,0,0.0
2,2013.0,2.0,6.0,120.0,14.0,557,7.65829,6.44735,11,170,539,3.1739
1,2011.0,2.0,2.0,30.0,8.0,0,0.0,0.0,0,0,1,0.0
1,1986.0,2.0,6.0,45.0,10.0,0,0.0,0.0,1,0,0,0.0
2,2013.0,2.0,5.0,0.0,8.0,206,7.70146,5.9973,43,91,132,2.7
1,2013.0,2.0,0.0,25.0,10.0,2,7.5,0.0,0,0,2,0.0
1,1991.0,2.0,0.0,180.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1946.0,2.0,2.0,20.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,7.0,20.0,7.0,1,5.2,0.0,0,0,1,1.0
1,2013.0,2.0,6.0,15.0,0.0,13,6.61538,0.0,1,1,4,1.0
1,2013.0,2.0,4.0,30.0,12.0,11,3.63636,0.0,0,0,0,1.5
2,2013.0,1.0,8.0,150.0,0.0,8,8.375,0.0,1,6,17,4.0
2,2013.0,2.0,2.0,90.0,13.0,11,7.13636,0.0,11,7,12,0.0
2,2013.0,2.0,2.0,90.0,13.0,8,6.625,0.0,12,7,12,0.0
2,2013.0,2.0,2.0,90.0,13.0,11,6.72727,0.0,12,6,11,3.0
2,2013.0,2.0,2.0,90.0,13.0,10,7.0,0.0,13,8,11,3.0
1,2013.0,2.0,6.0,300.0,13.0,2,8.5,0.0,0,2,2,3.0
1,2007.0,2.0,6.0,0.0,10.0,2,4.0,0.0,0,0,0,0.0
1,2013.0,0.0,0.0,0.0,0.0,15,8.1,0.0,0,0,1,3.0
1,2013.0,2.0,4.0,30.0,14.0,29,7.08345,0.0,4,3,3,2.25
1,2014.0,2.0,4.0,15.0,13.0,5,5.8,0.0,2,1,12,2.0
1,2014.0,2.0,8.0,20.0,10.0,15,5.6,0.0,1,2,5,1.0
2,2014.0,2.0,0.0,30.0,14.0,272,7.81654,6.10605,11,147,365,2.9286
1,2014.0,3.0,7.0,120.0,0.0,12,8.52083,0.0,0,4,8,3.0
1,2013.0,2.0,2.0,30.0,7.0,12,8.91667,0.0,0,0,1,0.0
1,2013.0,2.0,4.0,45.0,7.0,2,10.0,0.0,0,1,0,0.0
1,0.0,1.0,5.0,30.0,6.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,8.0,20.0,7.0,15,7.11667,0.0,0,1,4,1.3333
2,2014.0,2.0,2.0,30.0,14.0,262,8.06164,6.17576,6,171,405,2.8462
1,0.0,2.0,3.0,30.0,6.0,2,4.8,0.0,0,0,0,0.0
1,2013.0,2.0,6.0,6.0,15.0,0,0.0,0.0,0,0,1,0.0
1,2013.0,2.0,6.0,10.0,5.0,1,8.0,0.0,0,0,1,0.0
1,2013.0,2.0,5.0,10.0,5.0,7,2.71429,0.0,1,0,1,0.0
2,2013.0,2.0,5.0,90.0,13.0,193,7.68389,5.96038,9,89,235,2.3
2,2013.0,3.0,6.0,60.0,12.0,4,6.5,0.0,3,0,1,3.0
1,2014.0,2.0,0.0,0.0,0.0,3,8.55333,0.0,0,0,1,0.0
1,0.0,4.0,4.0,120.0,13.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,1.0,6.0,10.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,8.0,30.0,10.0,0,0.0,0.0,0,1,2,0.0
1,2013.0,2.0,4.0,60.0,12.0,1,8.0,0.0,0,0,0,3.0
2,2012.0,0.0,0.0,0.0,0.0,1,7.0,0.0,1,12,7,0.0
2,2012.0,0.0,0.0,0.0,0.0,1,7.0,0.0,0,12,7,2.0
1,2009.0,2.0,4.0,15.0,6.0,3,4.3,0.0,0,0,0,0.0
1,1978.0,2.0,4.0,0.0,10.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,4.0,10.0,6.0,9,5.61111,0.0,0,0,0,1.0
1,2013.0,1.0,6.0,15.0,4.0,3,6.0,0.0,0,0,1,1.0
1,2013.0,2.0,4.0,15.0,4.0,2,5.0,0.0,0,0,0,0.0
1,2015.0,2.0,4.0,20.0,10.0,2,5.5,0.0,0,0,2,0.0
1,2013.0,2.0,6.0,20.0,7.0,17,5.76471,0.0,5,0,3,1.0
1,2012.0,3.0,8.0,30.0,14.0,3,5.0,0.0,2,0,3,0.0
1,2008.0,2.0,4.0,60.0,13.0,2,3.25,0.0,0,0,0,0.0
1,2015.0,2.0,4.0,45.0,12.0,14,8.10714,0.0,1,17,108,2.4
1,1996.0,2.0,4.0,10.0,4.0,0,0.0,0.0,0,0,1,0.0
2,2013.0,2.0,2.0,45.0,11.0,2,8.0,0.0,0,3,5,2.6667
1,2010.0,3.0,4.0,20.0,9.0,6,5.16667,0.0,0,0,0,0.0
1,2013.0,3.0,5.0,20.0,8.0,10,6.48,0.0,0,2,6,0.0
1,2013.0,2.0,4.0,20.0,5.0,8,5.375,0.0,0,0,0,0.0
1,2013.0,1.0,2.0,10.0,0.0,2,5.0,0.0,0,0,0,0.0
2,2013.0,2.0,12.0,0.0,12.0,4,8.25,0.0,0,5,3,1.0
1,2013.0,2.0,4.0,45.0,14.0,0,0.0,0.0,0,0,2,0.0
1,2013.0,2.0,6.0,15.0,8.0,7,4.35714,0.0,0,0,3,0.0
1,1977.0,2.0,12.0,2.0,8.0,1,7.0,0.0,0,0,0,0.0
1,2013.0,2.0,4.0,60.0,8.0,1,6.0,0.0,0,1,1,0.0
1,2013.0,2.0,6.0,60.0,8.0,1,10.0,0.0,0,0,1,0.0
1,2013.0,1.0,2.0,60.0,12.0,2,7.0,0.0,0,2,4,2.0
1,2012.0,2.0,8.0,45.0,8.0,2,6.0,0.0,0,0,0,0.0
1,0.0,2.0,7.0,45.0,12.0,0,0.0,0.0,0,0,6,0.0
1,2007.0,2.0,6.0,20.0,8.0,0,0.0,0.0,1,0,0,0.0
1,2013.0,2.0,4.0,50.0,8.0,6,7.75,0.0,0,0,6,1.5
1,2013.0,2.0,5.0,30.0,8.0,4,8.0,0.0,0,0,6,1.0
1,2013.0,2.0,2.0,10.0,8.0,5,8.4,0.0,0,0,2,1.0
1,0.0,1.0,5.0,90.0,10.0,3,7.0,0.0,0,2,6,0.0
2,2013.0,2.0,6.0,90.0,13.0,10,6.3,0.0,17,3,6,1.5
1,1999.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1999.0,2.0,2.0,0.0,0.0,3,6.0,0.0,1,0,0,0.0
1,2010.0,1.0,4.0,20.0,4.0,3,9.33333,0.0,0,0,0,0.0
1,2013.0,2.0,2.0,30.0,10.0,9,7.77778,0.0,1,1,20,2.25
1,2013.0,2.0,6.0,90.0,13.0,9,8.22222,0.0,0,1,4,3.0
1,2013.0,2.0,2.0,30.0,14.0,4,5.625,0.0,0,0,3,3.0
1,1998.0,2.0,30.0,20.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,2.0,10.0,6.0,6,8.0,0.0,0,0,0,2.0
1,2013.0,2.0,4.0,60.0,8.0,0,0.0,0.0,0,0,1,0.0
1,2013.0,1.0,6.0,40.0,6.0,3,6.66667,0.0,1,1,2,1.0
1,2003.0,2.0,6.0,60.0,0.0,0,0.0,0.0,1,0,0,0.0
1,2013.0,2.0,6.0,30.0,5.0,1,6.0,0.0,1,0,1,0.0
1,2012.0,2.0,4.0,30.0,8.0,10,6.83,0.0,0,0,1,1.0
1,2013.0,1.0,5.0,30.0,7.0,1,2.0,0.0,1,0,1,2.0
1,2013.0,2.0,2.0,30.0,6.0,1,7.0,0.0,0,0,0,0.0
1,0.0,2.0,6.0,180.0,8.0,3,7.66667,0.0,0,0,1,0.0
1,2006.0,1.0,4.0,15.0,12.0,1,4.0,0.0,0,0,0,0.0
1,1953.0,2.0,6.0,15.0,6.0,0,0.0,0.0,0,0,0,0.0
1,1933.0,2.0,4.0,10.0,4.0,0,0.0,0.0,0,0,0,0.0
1,1993.0,2.0,6.0,30.0,6.0,0,0.0,0.0,0,0,0,0.0
1,1956.0,2.0,6.0,25.0,6.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,0.0,0.0,60.0,0.0,1,6.0,0.0,0,0,0,0.0
1,2009.0,1.0,8.0,30.0,10.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,6.0,20.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,3.0,10.0,5.0,12.0,23,6.73913,0.0,3,2,8,1.25
1,2008.0,1.0,6.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,1.0,6.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,1.0,6.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,1.0,6.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
2,2013.0,2.0,7.0,40.0,15.0,2,8.0,0.0,1,0,0,0.0
1,1978.0,2.0,0.0,30.0,8.0,0,0.0,0.0,0,0,0,0.0
2,2012.0,2.0,2.0,0.0,0.0,2,5.5,0.0,1,10,16,3.0
2,2012.0,2.0,2.0,0.0,0.0,4,5.75,0.0,7,8,14,3.0
2,2012.0,2.0,2.0,0.0,0.0,2,5.5,0.0,1,10,15,3.0
2,2012.0,2.0,2.0,0.0,0.0,5,6.0,0.0,4,9,15,3.0
1,2012.0,2.0,4.0,0.0,6.0,2,2.5,0.0,0,0,0,1.0
1,2012.0,0.0,0.0,0.0,6.0,2,2.5,0.0,0,0,0,0.0
1,2012.0,2.0,4.0,0.0,6.0,2,2.5,0.0,0,0,0,0.0
1,2013.0,1.0,5.0,45.0,10.0,0,0.0,0.0,0,0,1,0.0
2,2012.0,2.0,2.0,0.0,0.0,3,6.0,0.0,6,11,15,3.0
1,2000.0,2.0,0.0,0.0,4.0,1,2.0,0.0,1,0,0,0.0
1,0.0,1.0,7.0,15.0,18.0,1,6.0,0.0,0,1,1,0.0
1,2011.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,1,1,0.0
1,2013.0,1.0,5.0,45.0,10.0,0,0.0,0.0,0,0,2,0.0
1,0.0,2.0,4.0,0.0,8.0,0,0.0,0.0,3,0,0,0.0
1,0.0,3.0,7.0,0.0,14.0,0,0.0,0.0,0,0,0,0.0
2,2014.0,1.0,4.0,90.0,13.0,24,8.025,0.0,0,28,64,3.0
2,2014.0,1.0,4.0,90.0,13.0,20,7.495,0.0,0,18,40,3.0
2,2014.0,1.0,4.0,90.0,13.0,20,7.545,0.0,2,14,37,3.0
2,2014.0,1.0,4.0,90.0,13.0,27,7.4037,0.0,3,14,31,3.0
2,2014.0,1.0,4.0,90.0,13.0,25,7.736,0.0,3,14,32,0.0
1,0.0,2.0,5.0,30.0,0.0,0,0.0,0.0,0,0,0,0.0
2,2013.0,2.0,2.0,90.0,13.0,7,7.57143,0.0,13,9,15,3.0
1,0.0,3.0,8.0,25.0,0.0,0,0.0,0.0,0,5,24,0.0
2,2013.0,2.0,2.0,90.0,13.0,6,7.66667,0.0,10,8,14,3.0
2,2013.0,2.0,2.0,90.0,13.0,7,7.07143,0.0,13,7,13,3.0
1,0.0,2.0,6.0,90.0,0.0,0,0.0,0.0,0,5,25,0.0
2,2013.0,2.0,2.0,90.0,13.0,6,7.16667,0.0,11,9,13,3.0
1,0.0,2.0,6.0,0.0,0.0,0,0.0,0.0,0,5,25,0.0
2,2014.0,1.0,6.0,120.0,14.0,682,8.65892,7.02195,7,192,521,3.3
1,2013.0,4.0,8.0,15.0,6.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,4.0,20.0,8.0,3,9.0,0.0,0,1,9,1.0
1,2013.0,2.0,6.0,0.0,8.0,14,6.57143,0.0,0,1,3,0.0
1,2014.0,4.0,2.0,20.0,7.0,0,0.0,0.0,0,0,0,0.0
2,2013.0,2.0,2.0,15.0,8.0,3,7.33333,0.0,1,0,1,2.0
1,2013.0,2.0,4.0,20.0,8.0,0,0.0,0.0,1,1,1,0.0
1,2014.0,2.0,10.0,90.0,14.0,0,0.0,0.0,0,1,3,0.0
1,2013.0,2.0,4.0,45.0,0.0,7,6.92857,0.0,0,0,9,3.0
1,2005.0,2.0,4.0,15.0,13.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,0.0,0.0,45.0,18.0,6,5.83333,0.0,0,0,3,1.0
1,2014.0,2.0,2.0,30.0,14.0,675,7.52793,6.47175,64,152,614,2.3488
1,2013.0,2.0,6.0,10.0,7.0,0,0.0,0.0,0,0,2,0.0
1,2013.0,2.0,2.0,20.0,10.0,1,6.0,0.0,0,0,2,0.0
2,2013.0,2.0,2.0,90.0,14.0,2,7.5,0.0,0,2,0,0.0
1,1996.0,2.0,6.0,60.0,10.0,0,0.0,0.0,1,0,0,0.0
1,2013.0,3.0,8.0,30.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,3.0,6.0,90.0,8.0,5,8.2,0.0,2,0,6,1.0
1,1983.0,2.0,4.0,15.0,3.0,1,8.0,0.0,2,0,0,0.0
1,2012.0,1.0,5.0,10.0,3.0,1,5.0,0.0,0,0,0,0.0
1,2006.0,2.0,5.0,90.0,12.0,349,8.40309,6.47026,26,76,99,2.9583
2,2013.0,1.0,2.0,0.0,0.0,22,7.0,0.0,3,6,19,0.0
1,2013.0,2.0,2.0,45.0,14.0,1,5.0,0.0,0,0,1,0.0
2,2013.0,2.0,6.0,30.0,8.0,2365,7.37036,6.91617,60,139,518,1.7071
1,2002.0,1.0,2.0,25.0,0.0,1,10.0,0.0,0,0,0,0.0
1,2013.0,1.0,6.0,75.0,13.0,126,7.85357,5.82948,6,59,122,2.4
2,2014.0,2.0,4.0,60.0,14.0,23,7.56522,0.0,1,9,9,0.0
1,2011.0,2.0,6.0,45.0,15.0,3,5.16667,0.0,0,0,0,0.0
1,1990.0,2.0,2.0,30.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,2.0,4.0,15.0,6.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,1.0,1.0,30.0,9.0,2,8.5,0.0,0,0,4,0.0
1,0.0,2.0,2.0,120.0,12.0,2,9.0,0.0,0,1,29,2.0
1,1994.0,2.0,4.0,30.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2013.0,3.0,8.0,30.0,12.0,2,7.5,0.0,0,1,2,1.0
2,2013.0,4.0,30.0,30.0,17.0,450,7.09756,6.09284,7,18,82,1.3
1,2013.0,2.0,6.0,60.0,7.0,0,0.0,0.0,0,0,1,0.0
1,2009.0,1.0,6.0,0.0,12.0,1,1.0,0.0,0,0,0,0.0
1,2008.0,1.0,6.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,1.0,6.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,1.0,6.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,1.0,6.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2014.0,2.0,6.0,90.0,12.0,2,8.945,0.0,0,0,1,3.0
